Marque,Modèle,Année,Type de carburant,Puissance fiscale,Kilométrage,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix
Audi,Q2,2017,Diesel,8,155000,5,Non,Bon,Automatique,WW au Maroc,213000
Ford,Focus,2014,Diesel,6,145000,5,Oui,Très bon,Manuelle,WW au Maroc,128000
Peugeot,206,1999,Diesel,6,12000,5,Non,Très bon,Manuelle,Dédouanée,43000
Renault,Megane,2017,Diesel,6,175000,5,Non,Excellent,Manuelle,WW au Maroc,185000
Renault,R9,1984,Diesel,6,2000,5,Non,Bon,Manuelle,Dédouanée,18000
Dacia,Logan,2007,Diesel,7,185000,5,Non,Très bon,Manuelle,WW au Maroc,65000
Nissan,Qashqai,2019,Diesel,6,77000,5,Oui,Excellent,Manuelle,WW au Maroc,230000
Dacia,Dokker,2013,Diesel,6,175000,5,Non,Bon,Manuelle,WW au Maroc,110000
Dacia,Duster,2019,Diesel,6,225000,5,Oui,Excellent,Manuelle,WW au Maroc,155000
Peugeot,308,2023,Diesel,6,97000,5,Oui,Excellent,Automatique,WW au Maroc,300000
Renault,Laguna,2010,Essence,11,195000,3,Non,Très bon,Manuelle,WW au Maroc,57000
Fiat,500X,2023,Essence,8,17000,5,Oui,Excellent,Automatique,WW au Maroc,215000
Skoda,Kodiaq,2019,Diesel,8,125000,5,Oui,Excellent,Automatique,WW au Maroc,310000
Skoda,Octavia,2019,Diesel,8,145000,5,Non,Excellent,Automatique,WW au Maroc,190000
Mercedes-Benz,220,2008,Diesel,8,185000,5,Non,Bon,Manuelle,Dédouanée,129000
Volkswagen,Tiguan,2017,Diesel,8,225000,5,Oui,Neuf,Automatique,WW au Maroc,308000
Seat,Ateca,2018,Diesel,8,125000,5,Non,Très bon,Automatique,WW au Maroc,238000
Volkswagen,Passat,2007,Diesel,8,195000,5,Oui,Très bon,Manuelle,Dédouanée,105000
Dacia,Sandero,2024,Diesel,6,22000,5,Oui,Excellent,Manuelle,WW au Maroc,158000
Opel,Zafira,2006,Diesel,8,225000,5,Non,Très bon,Manuelle,Dédouanée,80000
Volkswagen,Tiguan,2016,Diesel,8,175000,5,Oui,Excellent,Automatique,Dédouanée,268000
Peugeot,208,2022,Diesel,6,82000,5,Oui,Excellent,Manuelle,WW au Maroc,147000
Dacia,Sandero,2019,Essence,6,27000,5,Non,Neuf,Manuelle,WW au Maroc,105000
Citroen,C-Elysée,2021,Diesel,6,105000,5,Oui,Très bon,Manuelle,WW au Maroc,133000
Citroen,C-Elysée,2025,Diesel,6,7000,5,Oui,Excellent,Manuelle,WW au Maroc,160000
Volkswagen,Golf 6,2011,Diesel,6,195000,5,Non,Bon,Manuelle,Dédouanée,140000
Hyundai,Accent,2005,Diesel,6,225000,5,Non,Excellent,Manuelle,WW au Maroc,45000
Mercedes-Benz,Classe E,2018,Diesel,8,175000,5,Oui,Excellent,Automatique,WW au Maroc,340000
Renault,Clio,2006,Essence,8,225000,5,Non,Excellent,Manuelle,WW au Maroc,47000
Renault,Clio,2009,Essence,7,225000,5,Non,Très bon,Manuelle,WW au Maroc,50000
Opel,Grandland,2019,Diesel,6,92000,5,Oui,Excellent,Manuelle,WW au Maroc,220000
Volvo,XC90,2011,Essence,16,165000,5,Non,Très bon,Automatique,WW au Maroc,58000
Renault,Super 5,1987,Essence,6,155000,5,Non,Excellent,Manuelle,WW au Maroc,25000
Ford,Ranger,2014,Diesel,9,155000,5,Oui,Excellent,Manuelle,WW au Maroc,195000
Nissan,Qashqai,2016,Diesel,6,225000,5,Oui,Très bon,Manuelle,WW au Maroc,167000
Renault,Kangoo,2011,Diesel,5,2000,5,Oui,Très bon,Manuelle,WW au Maroc,87000
Hyundai,Accent,2019,Diesel,6,165000,5,Non,Très bon,Automatique,WW au Maroc,125000
Dacia,Dokker,2021,Diesel,6,92000,5,Oui,Excellent,Manuelle,WW au Maroc,147000
Volkswagen,Golf 7,2017,Diesel,8,12000,5,Non,Très bon,Automatique,WW au Maroc,170000
Mercedes-Benz,Classe C,2018,Diesel,6,145000,5,Non,Très bon,Automatique,WW au Maroc,245000
Hyundai,i20,2023,Essence,6,12000,5,Oui,Excellent,Automatique,WW au Maroc,209999
Hyundai,Elantra,2008,Essence,8,195000,5,Non,Très bon,Manuelle,WW au Maroc,54000
Dacia,Logan,2007,Essence,8,32000,5,Non,Excellent,Manuelle,WW au Maroc,51000
Ford,Fiesta,2020,Essence,6,37000,5,Non,Très bon,Manuelle,WW au Maroc,126000
Peugeot,407,2005,Diesel,8,32000,5,Non,Très bon,Manuelle,WW au Maroc,50000
Kia,Picanto,2008,Essence,6,185000,5,Non,Excellent,Manuelle,WW au Maroc,53000
Fiat,Panda,2010,Essence,6,195000,5,Non,Excellent,Manuelle,WW au Maroc,57000
Jeep,Grand Cherokee,2015,Diesel,12,115000,5,Non,Très bon,Automatique,WW au Maroc,145000
Renault,Clio,2018,Diesel,6,105000,5,Oui,Correct,Manuelle,WW au Maroc,92000
Renault,Kangoo,2025,Diesel,6,7000,5,Oui,Excellent,Automatique,WW au Maroc,283000
Land Rover,Range Rover,2014,Diesel,9,185000,5,Non,Très bon,Automatique,WW au Maroc,185000
Peugeot,208,2018,Diesel,6,115000,5,Non,Excellent,Manuelle,WW au Maroc,119000
Hyundai,Tucson,2021,Diesel,7,82000,5,Oui,Très bon,Automatique,WW au Maroc,250000
Ford,Fiesta,2005,Diesel,6,145000,5,Oui,Excellent,Manuelle,WW au Maroc,59000
Dacia,Dokker,2020,Diesel,6,155000,5,Non,Excellent,Manuelle,WW au Maroc,118000
Dacia,Sandero,2012,Diesel,6,195000,5,Non,Excellent,Manuelle,WW au Maroc,75000
Fiat,Punto,2017,Diesel,5,145000,5,Non,Très bon,Manuelle,WW au Maroc,90000
Hyundai,Elantra,2022,Hybride,9,27000,5,Oui,Excellent,Automatique,WW au Maroc,275000
Citroen,C3,2022,Diesel,6,82000,5,Oui,Très bon,Manuelle,WW au Maroc,150000
Opel,Corsa,2010,Diesel,5,22000,5,Non,Excellent,Manuelle,Dédouanée,68000
Fiat,Siena,2004,Diesel,7,325000,5,Non,Très bon,Manuelle,WW au Maroc,37000
Volkswagen,Jetta,2019,Diesel,8,125000,5,Non,Excellent,Automatique,WW au Maroc,195000
Fiat,Doblo,2023,Diesel,6,42000,5,Oui,Excellent,Manuelle,Importée neuve,210000
Jeep,Renegade,2017,Diesel,6,42000,5,Oui,Très bon,Manuelle,WW au Maroc,178000
Kia,Optima,2010,Essence,15,7000,5,Oui,Bon,Automatique,WW au Maroc,23000
Hyundai,Tucson,2019,Diesel,6,195000,5,Non,Excellent,Automatique,WW au Maroc,245000
Volkswagen,Golf 7,2019,Diesel,8,2000,5,Non,Très bon,Automatique,WW au Maroc,189000
Ford,Fiesta,2013,Diesel,6,135000,5,Non,Très bon,Manuelle,WW au Maroc,95000
Nissan,Qashqai,2021,Diesel,6,125000,5,Oui,Très bon,Manuelle,WW au Maroc,220000
Dacia,Duster,2021,Diesel,6,115000,5,Oui,Neuf,Manuelle,WW au Maroc,188000
Skoda,Fabia,2019,Essence,6,145000,5,Oui,Très bon,Manuelle,WW au Maroc,120000
Renault,Kangoo,2019,Diesel,6,155000,5,Non,Très bon,Manuelle,WW au Maroc,130000
Peugeot,405,1990,Essence,9,225000,5,Non,Excellent,Manuelle,Dédouanée,19000
Nissan,X-Trail,2017,Diesel,6,155000,5,Non,Excellent,Automatique,Pas encore dédouanée,180000
BMW,Série 1,2012,Diesel,8,195000,5,Non,Excellent,Automatique,WW au Maroc,130000
Hyundai,Santa Fe,2015,Diesel,9,87000,5,Non,Très bon,Automatique,Pas encore dédouanée,170000
Audi,Q5,2019,Diesel,8,165000,5,Non,Excellent,Automatique,WW au Maroc,400000
Volkswagen,New Beetle,2019,Diesel,8,105000,3,Non,Excellent,Automatique,WW au Maroc,214000
Renault,Clio,2020,Diesel,6,42000,5,Oui,Excellent,Manuelle,WW au Maroc,132000
Renault,Laguna,2009,Diesel,8,27000,5,Oui,Très bon,Manuelle,WW au Maroc,65000
Citroen,C-Elysée,2022,Diesel,6,62000,5,Oui,Très bon,Manuelle,WW au Maroc,133000
Hyundai,Tucson,2023,Diesel,6,77000,5,Oui,Neuf,Automatique,WW au Maroc,270000
Renault,Clio,2015,Essence,6,7000,5,Non,Excellent,Manuelle,WW au Maroc,70000
Mercedes-Benz,220,2007,Diesel,9,325000,5,Non,Très bon,Automatique,Dédouanée,132000
Opel,Combo,2020,Diesel,6,67000,5,Non,Excellent,Manuelle,WW au Maroc,165000
Citroen,Berlingo,2020,Diesel,6,175000,5,Non,Très bon,Manuelle,Importée neuve,165000
Kia,Proceed,2020,Diesel,6,62000,5,Non,Très bon,Automatique,WW au Maroc,250000
Dacia,Logan,2023,Diesel,6,67000,5,Oui,Excellent,Manuelle,WW au Maroc,143000
Kia,Ceed,2021,Diesel,6,135000,5,Oui,Excellent,Automatique,WW au Maroc,196000
Kia,Picanto,2021,Essence,6,77000,5,Oui,Excellent,Manuelle,WW au Maroc,98000
Audi,A3,2015,Diesel,41,185000,5,Non,Excellent,Automatique,Dédouanée,245000
Volkswagen,Tiguan,2019,Diesel,8,77000,5,Oui,Bon,Automatique,WW au Maroc,298000
Renault,Kadjar,2017,Diesel,6,135000,5,Non,Bon,Automatique,WW au Maroc,187000
Citroen,Berlingo,2021,Diesel,6,135000,5,Non,Très bon,Manuelle,WW au Maroc,175000
Mercedes-Benz,Classe GLK,2011,Diesel,8,195000,5,Oui,Très bon,Manuelle,WW au Maroc,158000
Mercedes-Benz,Classe C,2016,Diesel,8,115000,3,Non,Très bon,Automatique,WW au Maroc,340000
Opel,Grandland,2019,Diesel,6,115000,5,Oui,Excellent,Manuelle,WW au Maroc,198000
Renault,Megane,2014,Diesel,7,17000,3,Non,Très bon,Manuelle,WW au Maroc,103000
Volkswagen,Touran,2021,Diesel,8,195000,5,Non,Excellent,Automatique,Dédouanée,232000
Fiat,Panda,2018,Essence,4,105000,5,Oui,Bon,Manuelle,WW au Maroc,84000
Mercedes-Benz,Classe C,2007,Essence,9,145000,5,Oui,Excellent,Manuelle,WW au Maroc,103000
Porsche,Panamera,2011,Essence,32,195000,5,Oui,Bon,Automatique,WW au Maroc,150000
Dacia,Dokker,2019,Diesel,6,105000,5,Non,Très bon,Manuelle,WW au Maroc,133000
Ford,Ecosport,2020,Diesel,5,57000,5,Oui,Excellent,Manuelle,WW au Maroc,155000
Jeep,Grand Cherokee,2019,Diesel,12,165000,5,Oui,Excellent,Automatique,WW au Maroc,200000
Renault,Super 5,1987,Essence,6,17000,3,Non,Excellent,Manuelle,Dédouanée,15000
Peugeot,207,2007,Essence,8,57000,5,Non,Très bon,Manuelle,WW au Maroc,59000
Porsche,Cayenne,2013,Diesel,12,155000,5,Non,Excellent,Automatique,WW au Maroc,265000
Peugeot,301,2013,Essence,7,115000,5,Non,Excellent,Manuelle,WW au Maroc,72000
Ford,Fiesta,2014,Diesel,6,82000,5,Oui,Excellent,Manuelle,WW au Maroc,137000
Mercedes-Benz,Classe C,2017,Diesel,8,155000,3,Oui,Très bon,Automatique,WW au Maroc,345000
Suzuki,Jimny,2010,Essence,6,185000,3,Non,Excellent,Manuelle,WW au Maroc,80000
Nissan,X-Trail,2007,Diesel,8,195000,5,Non,Bon,Manuelle,WW au Maroc,57000
Mercedes-Benz,Classe S,2007,Diesel,13,225000,5,Non,Très bon,Automatique,Dédouanée,109000
Dacia,Duster,2020,Diesel,6,82000,5,Oui,Neuf,Manuelle,Dédouanée,220000
Fiat,500,2021,Essence,6,57000,5,Oui,Très bon,Automatique,WW au Maroc,126000
Opel,Astra,2012,Diesel,6,195000,5,Non,Excellent,Manuelle,WW au Maroc,103000
Renault,Clio,2003,Diesel,6,37000,5,Non,Excellent,Manuelle,WW au Maroc,53000
Land Rover,Range Rover Sport,2016,Diesel,12,225000,5,Non,Neuf,Automatique,WW au Maroc,275000
Volkswagen,Touareg,2017,Diesel,12,155000,5,Non,Très bon,Automatique,WW au Maroc,177000
Dacia,Logan,2021,Diesel,6,77000,5,Oui,Très bon,Manuelle,WW au Maroc,125000
Peugeot,208,2024,Essence,6,7000,5,Oui,Excellent,Manuelle,WW au Maroc,168000
Daihatsu,Sirion,2007,Essence,6,105000,5,Non,Très bon,Manuelle,WW au Maroc,47000
Jaguar,XE,2018,Diesel,6,125000,5,Oui,Excellent,Automatique,WW au Maroc,269000
Mercedes-Benz,220,2014,Diesel,9,165000,5,Non,Très bon,Automatique,WW au Maroc,217000
Fiat,500,2021,Essence,7,67000,3,Oui,Excellent,Automatique,WW au Maroc,149000
BMW,Série 1,2010,Essence,9,72000,5,Non,Excellent,Manuelle,WW au Maroc,95000
Hyundai,Accent,2022,Diesel,6,115000,5,Oui,Excellent,Automatique,WW au Maroc,152000
Nissan,Micra,2021,Diesel,6,62000,5,Oui,Excellent,Manuelle,WW au Maroc,157000
Hyundai,Tucson,2017,Diesel,8,185000,5,Non,Excellent,Automatique,WW au Maroc,228000
Volkswagen,Tiguan,2018,Diesel,8,47000,5,Oui,Excellent,Automatique,WW au Maroc,237000
Jeep,Renegade,2019,Diesel,6,135000,5,Non,Excellent,Automatique,WW au Maroc,153000
Dacia,Logan,2022,Essence,6,72000,5,Non,Excellent,Automatique,WW au Maroc,125000
Peugeot,508,2019,Diesel,8,155000,5,Oui,Très bon,Automatique,WW au Maroc,198000
Hyundai,Santa Fe,2010,Diesel,8,165000,5,Non,Bon,Manuelle,WW au Maroc,95000
Hyundai,Elantra,2017,Diesel,6,87000,5,Non,Très bon,Automatique,WW au Maroc,140000
Renault,Megane,2023,Diesel,6,42000,5,Oui,Excellent,Automatique,WW au Maroc,238000
Audi,A4,2013,Diesel,8,165000,5,Non,Très bon,Manuelle,WW au Maroc,162000
Volkswagen,Passat CC,2008,Diesel,8,225000,5,Non,Très bon,Automatique,Dédouanée,110000
Kia,Sportage,2023,Diesel,6,7000,5,Oui,Excellent,Automatique,WW au Maroc,350000
Peugeot,208,2019,Diesel,6,72000,5,Oui,Excellent,Manuelle,WW au Maroc,133000
Audi,Q5,2011,Diesel,8,275000,5,Non,Excellent,Automatique,Dédouanée,182000
Citroen,C1,2019,Essence,6,62000,5,Oui,Très bon,Manuelle,WW au Maroc,88000
Hyundai,Accent,2021,Diesel,6,105000,5,Non,Très bon,Automatique,WW au Maroc,162000
Renault,Clio,2016,Diesel,6,195000,5,Non,Excellent,Manuelle,WW au Maroc,95000
Renault,Kadjar,2017,Diesel,7,175000,5,Oui,Excellent,Manuelle,WW au Maroc,170000
Ford,Kuga,2011,Diesel,8,165000,5,Non,Excellent,Manuelle,WW au Maroc,90000
Toyota,Hilux,2004,Diesel,12,225000,5,Non,Bon,Manuelle,WW au Maroc,95000
Ford,Kuga,2020,Diesel,6,97000,5,Non,Très bon,Manuelle,WW au Maroc,195000
Renault,Clio,2017,Diesel,9,135000,5,Non,Excellent,Manuelle,WW au Maroc,130000
Opel,Astra,2012,Diesel,6,195000,5,Non,Excellent,Manuelle,WW au Maroc,95000
Opel,Adam,2016,Essence,8,92000,3,Non,Excellent,Manuelle,WW au Maroc,95000
Mercedes-Benz,Classe A,2020,Diesel,8,22000,5,Oui,Neuf,Automatique,WW au Maroc,300000
Fiat,500,2016,Diesel,5,125000,5,Non,Excellent,Manuelle,Importée neuve,88000
Peugeot,208,2018,Diesel,6,105000,5,Oui,Correct,Manuelle,WW au Maroc,85000
Volkswagen,Bora,2000,Diesel,8,225000,5,Non,Très bon,Manuelle,Dédouanée,48000
Mini,Cooper,2010,Essence,8,92000,3,Non,Excellent,Manuelle,Importée neuve,93000
Hyundai,i10,2017,Essence,6,82000,5,Non,Excellent,Manuelle,WW au Maroc,95000
Renault,Clio,2021,Diesel,6,92000,5,Oui,Excellent,Manuelle,WW au Maroc,143000
Skoda,Octavia,2022,Diesel,8,115000,5,Oui,Excellent,Automatique,WW au Maroc,260000
Dacia,Dokker,2018,Diesel,6,27000,3,Oui,Excellent,Manuelle,WW au Maroc,97000
Dacia,Dokker,2020,Diesel,6,155000,3,Non,Très bon,Manuelle,WW au Maroc,105000
Peugeot,208,2019,Diesel,6,275000,5,Oui,Très bon,Manuelle,WW au Maroc,98000
Seat,Leon,2020,Diesel,8,77000,5,Oui,Excellent,Manuelle,WW au Maroc,220000
Peugeot,405,1990,Essence,8,325000,5,Non,Bon,Manuelle,WW au Maroc,20000
Chevrolet,Aveo,2010,Essence,8,145000,5,Non,Excellent,Manuelle,WW au Maroc,56000
Hyundai,ix35,2016,Diesel,7,125000,5,Non,Excellent,Manuelle,WW au Maroc,162000
Fiat,Palio,1999,Essence,7,17000,5,Non,Très bon,Manuelle,WW au Maroc,30000
Land Rover,Range Rover,2017,Diesel,8,125000,5,Non,Très bon,Automatique,WW au Maroc,220000
Dacia,Dokker,2016,Diesel,6,225000,5,Non,Très bon,Manuelle,WW au Maroc,105000
Volkswagen,Passat,2017,Diesel,5,185000,5,Oui,Excellent,Automatique,WW au Maroc,180000
Mercedes-Benz,Classe CLA,2015,Diesel,9,155000,5,Non,Excellent,Automatique,Dédouanée,220000
Skoda,Rapid,2014,Diesel,6,175000,5,Oui,Très bon,Manuelle,WW au Maroc,120000
Toyota,Corolla,2011,Diesel,5,275000,5,Non,Excellent,Manuelle,WW au Maroc,102000
Audi,A4,2010,Diesel,8,225000,5,Non,Excellent,Manuelle,WW au Maroc,128000
Dacia,Logan,2013,Diesel,6,185000,5,Non,Très bon,Manuelle,WW au Maroc,78000
Mercedes-Benz,250,1997,Diesel,9,105000,5,Non,Bon,Manuelle,Dédouanée,50000
Ford,Fiesta,2016,Essence,7,165000,5,Non,Excellent,Manuelle,WW au Maroc,85000
BMW,Série 1,2018,Diesel,6,175000,5,Oui,Très bon,Automatique,Dédouanée,219999
Renault,Express,2023,Diesel,6,62000,5,Oui,Excellent,Manuelle,WW au Maroc,160000
Peugeot,306,1999,Diesel,7,72000,5,Non,Bon,Manuelle,WW au Maroc,42000
Toyota,Corolla,2021,Hybride,10,72000,5,Non,Neuf,Automatique,WW au Maroc,220000
Ford,Focus,2002,Diesel,7,275000,5,Non,Très bon,Manuelle,WW au Maroc,55000
Renault,Clio,2019,Diesel,6,105000,5,Oui,Excellent,Automatique,WW au Maroc,132000
Kia,Picanto,2024,Essence,6,2000,5,Oui,Excellent,Automatique,WW au Maroc,138000
Citroen,C3,2023,Diesel,6,22000,5,Oui,Excellent,Manuelle,WW au Maroc,17500
Volkswagen,Tiguan,2015,Diesel,8,97000,5,Non,Excellent,Manuelle,WW au Maroc,175000
Fiat,Punto,2014,Diesel,5,185000,5,Non,Très bon,Manuelle,WW au Maroc,68000
Audi,A5,2015,Diesel,8,105000,5,Non,Excellent,Automatique,WW au Maroc,235000
Citroen,C4,2015,Diesel,6,185000,5,Non,Très bon,Automatique,WW au Maroc,180000
Volkswagen,Golf 4,1999,Diesel,8,32000,5,Non,Bon,Manuelle,Dédouanée,62000
Fiat,Panda,2019,Essence,7,92000,5,Oui,Excellent,Manuelle,WW au Maroc,85000
Fiat,500,2022,Essence,7,62000,5,Oui,Excellent,Automatique,WW au Maroc,128000
Volkswagen,Caddy,2020,Diesel,8,97000,5,Oui,Excellent,Manuelle,WW au Maroc,158000
BMW,X1,2017,Diesel,8,115000,5,Oui,Très bon,Automatique,WW au Maroc,225000
Renault,Express,2023,Diesel,6,57000,5,Oui,Excellent,Manuelle,WW au Maroc,156000
Mahindra,Scorpio,2018,Diesel,7,225000,3,Non,Bon,Manuelle,WW au Maroc,90000
Audi,A5,2010,Diesel,11,225000,5,Non,Très bon,Automatique,Dédouanée,110000
Opel,Crossland,2020,Diesel,6,92000,5,Oui,Très bon,Manuelle,WW au Maroc,158000
Opel,Crossland,2022,Diesel,6,12000,5,Oui,Excellent,Manuelle,WW au Maroc,182000
Ford,Kuga,2019,Diesel,6,115000,5,Non,Excellent,Manuelle,WW au Maroc,186000
Dacia,Dokker,2019,Diesel,6,175000,5,Non,Neuf,Manuelle,WW au Maroc,99000
Renault,Grand Scenic,2007,Diesel,6,325000,5,Non,Excellent,Manuelle,WW au Maroc,55000
Peugeot,308,2016,Diesel,6,155000,5,Oui,Excellent,Manuelle,WW au Maroc,138000
Kia,Sorento,2006,Diesel,10,325000,5,Non,Excellent,Automatique,WW au Maroc,55000
Ford,Fiesta,2015,Diesel,6,195000,5,Non,Très bon,Manuelle,WW au Maroc,103000
Renault,Symbol,2009,Essence,7,32000,5,Non,Bon,Manuelle,WW au Maroc,48000
Volkswagen,Tiguan,2014,Diesel,8,225000,5,Oui,Très bon,Manuelle,Dédouanée,220000
Peugeot,508,2019,Diesel,6,62000,5,Non,Excellent,Manuelle,WW au Maroc,155000
Dacia,Sandero,2019,Diesel,6,62000,5,Non,Très bon,Manuelle,WW au Maroc,135000
Volkswagen,T-Roc,2021,Diesel,8,2000,5,Oui,Excellent,Automatique,Dédouanée,300000
Renault,Twingo,1995,Essence,6,195000,3,Non,Très bon,Manuelle,WW au Maroc,32000
Toyota,Corolla Cross,2023,Hybride,8,47000,5,Oui,Excellent,Automatique,WW au Maroc,220000
Hyundai,Tucson,2022,Diesel,6,42000,5,Oui,Excellent,Automatique,WW au Maroc,329000
Fiat,500,2017,Essence,7,57000,3,Non,Très bon,Manuelle,WW au Maroc,130000
Nissan,Note,2015,Diesel,6,145000,5,Non,Excellent,Manuelle,WW au Maroc,90000
Kia,Carens,2010,Diesel,8,7000,5,Non,Très bon,Manuelle,WW au Maroc,60000
Mercedes-Benz,Classe C,2011,Diesel,8,175000,5,Oui,Excellent,Automatique,WW au Maroc,138000
Kia,Cerato,2009,Essence,8,225000,5,Non,Très bon,Manuelle,WW au Maroc,58000
Jeep,Compass,2021,Diesel,6,72000,5,Oui,Excellent,Manuelle,WW au Maroc,250000
Mercedes-Benz,Classe GLC,2016,Diesel,9,115000,5,Non,Excellent,Automatique,WW au Maroc,330000
Volvo,XC60,2018,Diesel,8,225000,5,Non,Excellent,Automatique,WW au Maroc,270000
Opel,Campo,2022,Diesel,6,92000,5,Non,Excellent,Manuelle,WW au Maroc,172000
Ford,Ecosport,2021,Diesel,6,62000,5,Oui,Excellent,Manuelle,WW au Maroc,170000
Peugeot,308,2009,Diesel,6,325000,5,Non,Bon,Manuelle,WW au Maroc,78000
Skoda,Rapid,2015,Diesel,6,155000,5,Oui,Très bon,Manuelle,WW au Maroc,130000
Honda,Civic,2018,Essence,11,135000,5,Oui,Bon,Automatique,WW au Maroc,158000
Hyundai,Tucson,2022,Hybride,9,47000,5,Non,Excellent,Automatique,WW au Maroc,295000
Dacia,Duster,2020,Diesel,6,87000,5,Oui,Excellent,Automatique,WW au Maroc,178000
Volvo,XC60,2021,Diesel,8,175000,5,Non,Bon,Automatique,WW au Maroc,355000
Volvo,XC60,2019,Diesel,8,155000,5,Oui,Excellent,Automatique,WW au Maroc,300000
Jeep,Compass,2013,Diesel,9,225000,5,Non,Excellent,Manuelle,WW au Maroc,120000
Renault,Express,2021,Diesel,7,115000,5,Non,Neuf,Manuelle,WW au Maroc,142000
Dacia,Dokker,2021,Diesel,6,135000,5,Non,Très bon,Manuelle,WW au Maroc,128000
Dacia,Sandero,2024,Diesel,6,22000,5,Oui,Très bon,Manuelle,WW au Maroc,140000
Peugeot,Tepee,2011,Diesel,6,27000,5,Non,Excellent,Manuelle,WW au Maroc,93000
Ford,Focus,2016,Diesel,6,165000,5,Non,Excellent,Manuelle,WW au Maroc,136000
Fiat,500X,2019,Diesel,6,72000,5,Oui,Excellent,Manuelle,WW au Maroc,148000
Skoda,Octavia,2020,Diesel,8,185000,5,Non,Très bon,Automatique,WW au Maroc,230000
Porsche,Panamera,2011,Essence,15,145000,5,Non,Très bon,Automatique,Importée neuve,135000
Dacia,Duster,2020,Diesel,6,82000,5,Oui,Excellent,Manuelle,WW au Maroc,163000
Audi,A6,2016,Diesel,8,145000,5,Non,Très bon,Automatique,WW au Maroc,230000
Citroen,C3,2018,Diesel,6,105000,5,Non,Très bon,Manuelle,WW au Maroc,118000
Volkswagen,Caddy,2007,Diesel,8,32000,5,Non,Bon,Manuelle,WW au Maroc,90000
Land Rover,Range Rover Evoque,2018,Diesel,8,105000,5,Oui,Très bon,Automatique,WW au Maroc,270000
Nissan,Qashqai,2022,Essence,8,92000,5,Non,Excellent,Automatique,WW au Maroc,255000
Opel,Grandland,2021,Diesel,6,97000,5,Non,Excellent,Manuelle,WW au Maroc,204000
Renault,Clio,2021,Diesel,6,97000,5,Oui,Très bon,Manuelle,WW au Maroc,124000
Jeep,Grand Cherokee,2019,Diesel,12,115000,5,Non,Très bon,Automatique,Importée neuve,210000
Ford,Fiesta,2011,Diesel,6,195000,5,Non,Bon,Manuelle,WW au Maroc,83000
Renault,Clio,2020,Diesel,6,185000,5,Non,Excellent,Manuelle,WW au Maroc,113000
Mini,Cooper,2014,Diesel,10,145000,5,Non,Excellent,Manuelle,Dédouanée,140000
Mitsubishi,Lancer,2006,Essence,6,2000,5,Non,Très bon,Manuelle,WW au Maroc,35000
Land Rover,Range Rover,2019,Diesel,8,135000,5,Non,Excellent,Automatique,WW au Maroc,330000
Mini,Cooper,2010,Essence,6,115000,3,Non,Très bon,Automatique,Importée neuve,99000
Hyundai,Ioniq Hybrid,2020,Hybride,9,275000,5,Oui,Très bon,Automatique,WW au Maroc,180000
Peugeot,Partner,2011,Diesel,6,145000,5,Oui,Excellent,Manuelle,WW au Maroc,72000
Peugeot,208,2019,Diesel,6,135000,5,Non,Excellent,Manuelle,WW au Maroc,135000
Dacia,Duster,2021,Diesel,6,97000,5,Oui,Excellent,Manuelle,WW au Maroc,173000
Volkswagen,Caddy,2017,Diesel,6,2000,5,Oui,Très bon,Automatique,WW au Maroc,155000
Opel,Astra,2010,Diesel,7,225000,5,Non,Excellent,Manuelle,WW au Maroc,89000
Mercedes-Benz,Classe C,2013,Diesel,9,135000,5,Oui,Excellent,Automatique,WW au Maroc,176000
Volkswagen,Golf 4,1999,Diesel,8,37000,5,Non,Très bon,Manuelle,Dédouanée,70000
Volkswagen,Tiguan,2018,Diesel,6,145000,5,Non,Très bon,Automatique,WW au Maroc,290000
Skoda,Octavia,2020,Diesel,8,145000,5,Non,Très bon,Automatique,WW au Maroc,193000
Nissan,Micra,2021,Diesel,6,145000,5,Non,Très bon,Manuelle,WW au Maroc,125000
Fiat,Panda,2020,Essence,7,105000,5,Oui,Excellent,Manuelle,WW au Maroc,89000
Porsche,Panamera,2014,Diesel,6,82000,5,Oui,Excellent,Automatique,Importée neuve,350000
Fiat,Fiorino,2018,Diesel,6,7000,5,Non,Très bon,Manuelle,WW au Maroc,99000
Seat,Ibiza,2024,Essence,9,12000,5,Oui,Excellent,Manuelle,WW au Maroc,169000
Ford,Fiesta,2015,Diesel,6,225000,5,Non,Excellent,Manuelle,WW au Maroc,108000
Peugeot,3008,2019,Diesel,8,87000,5,Non,Très bon,Automatique,WW au Maroc,246999
Peugeot,Tepee,2013,Diesel,6,225000,5,Non,Excellent,Manuelle,WW au Maroc,105000
Porsche,Panamera,2010,Essence,28,155000,5,Non,Excellent,Automatique,Importée neuve,270000
Dacia,Sandero,2022,Diesel,6,97000,5,Non,Neuf,Manuelle,WW au Maroc,129000
Renault,Koleos,2020,Diesel,8,145000,5,Oui,Excellent,Automatique,WW au Maroc,240000
Dacia,Sandero,2022,Diesel,6,97000,5,Oui,Excellent,Manuelle,WW au Maroc,138000
Honda,Jazz,2006,Essence,8,32000,5,Non,Excellent,Manuelle,WW au Maroc,55000
Kia,Sorento,2007,Diesel,9,7000,5,Non,Excellent,Manuelle,WW au Maroc,68000
BMW,X5,2018,Diesel,8,225000,5,Oui,Très bon,Automatique,WW au Maroc,320000
Dacia,Sandero,2013,Diesel,6,225000,5,Non,Bon,Manuelle,WW au Maroc,75000
