Marque,Modèle,Année,Type de carburant,Puissance fiscale,Kilométrage,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix
BMW,Série 3,2020,Diesel,8 CV,50 000 - 54 999,5,Oui,Très bon,Automatique,WW au Maroc,
Dacia,Dokker,2016,Diesel,6 CV,20 000 - 24 999,5,Oui,Très bon,Manuelle,WW au Maroc,
Volkswagen,Tiguan,2019,Diesel,8 CV,95 000 - 99 999,5,Oui,Excellent,Automatique,Dédouanée,
Renault,Megane,2019,Diesel,6 CV,60 000 - 64 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Dacia,Dokker,2020,Diesel,6 CV,170 000 - 179 999,5,Non,Bon,Manuelle,WW au Maroc,130 000 DH
Peugeot,208,2021,Diesel,6 CV,25 000 - 29 999,5,Oui,Excellent,Manuelle,WW au Maroc,165 000 DH
Honda,Accord,2009,Essence,13 CV,170 000 - 179 999,5,Non,Très bon,Automatique,WW au Maroc,80 000 DH
Peugeot,Partner,2011,Diesel,7 CV,250 000 - 299 999,,,Bon,Manuelle,Importée neuve,64 000 DH
Audi,A4,2008,Essence,10 CV,200 000 - 249 999,5,,,Automatique,Importée neuve,98 000 DH
Porsche,Cayenne,2024,Hybride,17 CV,25 000 - 29 999,5,Oui,Excellent,Automatique,Importée neuve,
Mercedes-Benz,Classe C,2018,Diesel,9 CV,110 000 - 119 999,5,Non,Très bon,Automatique,Importée neuve,
Hyundai,Elantra,2019,Diesel,6 CV,130 000 - 139 999,5,,Très bon,Automatique,WW au Maroc,158 000 DH
Peugeot,Partner,2008,Diesel,7 CV,0 - 4 999,5,Non,Très bon,Manuelle,WW au Maroc,56 000 DH
Renault,19,1995,Essence,8 CV,20 000 - 24 999,5,Non,Très bon,Manuelle,Dédouanée,33 000 DH
Nissan,Qashqai,2016,Diesel,6 CV,200 000 - 249 999,5,Oui,Très bon,Manuelle,WW au Maroc,167 000 DH
Peugeot,207,2008,Essence,6 CV,10 000 - 14 999,5,Non,Excellent,Manuelle,WW au Maroc,63 000 DH
Renault,Clio,2021,Diesel,6 CV,80 000 - 84 999,5,Oui,Très bon,Manuelle,WW au Maroc,145 000 DH
Audi,Q5,2016,Diesel,8 CV,130 000 - 139 999,5,Non,Excellent,Automatique,WW au Maroc,
Nissan,Qashqai,2020,Diesel,6 CV,85 000 - 89 999,5,Non,Excellent,Manuelle,WW au Maroc,205 000 DH
Kia,Picanto,2011,Essence,6 CV,170 000 - 179 999,5,Non,Bon,Manuelle,WW au Maroc,53 000 DH
BMW,Série 5,2017,Diesel,8 CV,190 000 - 199 999,5,Oui,Excellent,Automatique,WW au Maroc,280 000 DH
Hyundai,Tucson,2021,Diesel,6 CV,110 000 - 119 999,5,Non,Neuf,Automatique,WW au Maroc,268 000 DH
Jeep,Grand Cherokee,2016,Diesel,12 CV,100 000 - 109 999,5,Non,Neuf,Automatique,WW au Maroc,168 000 DH
Skoda,Kodiaq,2018,Diesel,8 CV,130 000 - 139 999,5,Oui,Excellent,Automatique,WW au Maroc,
Volkswagen,Polo,2012,Diesel,5 CV,75 000 - 79 999,,Oui,,Manuelle,WW au Maroc,130 000 DH
Opel,Astra,2016,Diesel,8 CV,170 000 - 179 999,5,Non,Excellent,Manuelle,WW au Maroc,117 000 DH
Jeep,Renegade,2022,Diesel,6 CV,80 000 - 84 999,5,Oui,Excellent,Automatique,WW au Maroc,208 000 DH
Volkswagen,Touareg,2019,Diesel,12 CV,130 000 - 139 999,,,Excellent,Manuelle,,98 000 DH
Hyundai,Santa Fe,2016,Diesel,9 CV,130 000 - 139 999,5,Non,Excellent,Automatique,WW au Maroc,200 000 DH
Land Rover,Range Rover Sport,2017,Diesel,12 CV,180 000 - 189 999,5,Oui,Excellent,Automatique,Importée neuve,420 000 DH
Renault,Megane,2022,Diesel,6 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,WW au Maroc,
Dacia,Duster,2019,Diesel,6 CV,160 000 - 169 999,5,Non,Excellent,Automatique,WW au Maroc,
Renault,Megane,2022,Diesel,6 CV,70 000 - 74 999,5,Oui,Excellent,Automatique,WW au Maroc,
BMW,Série 5,2018,Hybride,11 CV,65 000 - 69 999,5,Oui,Excellent,Automatique,WW au Maroc,345 000 DH
BMW,Série 5,2019,Hybride,11 CV,30 000 - 34 999,,,Excellent,Automatique,,430 000 DH
Renault,Fluence,2012,Diesel,6 CV,95 000 - 99 999,5,Oui,Très bon,Manuelle,WW au Maroc,110 000 DH
Volkswagen,Touareg,2017,Diesel,12 CV,160 000 - 169 999,,,Excellent,Automatique,,
Peugeot,2008,2016,Diesel,6 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,138 000 DH
Hyundai,Tucson,2021,Diesel,6 CV,60 000 - 64 999,5,Oui,Excellent,Automatique,WW au Maroc,275 000 DH
Hyundai,ix35,2014,Diesel,8 CV,160 000 - 169 999,5,Non,Excellent,Automatique,,163 000 DH
Toyota,Corolla,2022,Hybride,10 CV,0 - 4 999,5,Non,Excellent,Automatique,WW au Maroc,225 000 DH
Mercedes-Benz,220,2014,Diesel,9 CV,250 000 - 299 999,5,Non,Excellent,Manuelle,WW au Maroc,170 000 DH
Opel,Astra,2019,Diesel,5 CV,70 000 - 74 999,5,Non,Excellent,Automatique,WW au Maroc,178 000 DH
Dacia,Duster,2022,Diesel,6 CV,60 000 - 64 999,5,Oui,Très bon,Automatique,WW au Maroc,208 000 DH
Mercedes-Benz,Classe GLC,2022,Hybride,8 CV,90 000 - 94 999,5,Oui,Neuf,Automatique,Dédouanée,
Renault,Laguna,2005,Diesel,7 CV,150 000 - 159 999,5,Non,Excellent,Manuelle,Importée neuve,67 000 DH
Land Rover,Discovery,2015,Diesel,9 CV,180 000 - 189 999,5,Oui,Très bon,Automatique,WW au Maroc,
Volkswagen,T-Roc,2021,Diesel,8 CV,0 - 4 999,5,Oui,Excellent,Automatique,Dédouanée,300 000 DH
Mercedes-Benz,Classe CLA,2021,Diesel,8 CV,60 000 - 64 999,5,Non,Excellent,Automatique,Dédouanée,
Peugeot,208,2021,Diesel,6 CV,80 000 - 84 999,5,Non,Très bon,Manuelle,WW au Maroc,148 000 DH
Audi,A3,2023,Diesel,8 CV,35 000 - 39 999,5,Oui,Excellent,Automatique,Dédouanée,550 000 DH
Nissan,Qashqai,2017,Diesel,6 CV,130 000 - 139 999,5,Non,Excellent,Manuelle,WW au Maroc,
Skoda,Superb,2020,Diesel,8 CV,95 000 - 99 999,5,Non,Excellent,Automatique,Pas encore dédouanée,
Kia,Sportage,2022,Diesel,6 CV,75 000 - 79 999,5,Oui,Excellent,Automatique,WW au Maroc,185 000 DH
Volkswagen,Passat CC,2017,Diesel,8 CV,130 000 - 139 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Kia,Picanto,2021,Essence,6 CV,75 000 - 79 999,5,Oui,Excellent,Manuelle,WW au Maroc,98 000 DH
Renault,Austral,2000,Diesel,7 CV,110 000 - 119 999,5,Non,Très bon,Manuelle,WW au Maroc,650 000 DH
Peugeot,309,1994,Diesel,7 CV,10 000 - 14 999,5,Non,Correct,Manuelle,WW au Maroc,33 000 DH
Mercedes-Benz,Classe B,2019,Diesel,6 CV,65 000 - 69 999,5,Oui,Excellent,Automatique,Dédouanée,299 999 DH
Land Rover,Freelander,2008,Diesel,9 CV,250 000 - 299 999,5,Non,Excellent,Automatique,Importée neuve,99 999 DH
Opel,Grandland,2023,Diesel,6 CV,10 000 - 14 999,5,Oui,Excellent,Automatique,WW au Maroc,315 000 DH
Land Rover,Range Rover Evoque,2018,Diesel,8 CV,90 000 - 94 999,,,Excellent,Automatique,,285 000 DH
Audi,A3,2025,Essence,17 CV,0 - 4 999,5,Oui,Neuf,Automatique,Importée neuve,
Volvo,XC60,2020,Diesel,8 CV,100 000 - 109 999,5,Non,Excellent,Automatique,WW au Maroc,320 000 DH
Fiat,Grande Punto,2013,Diesel,5 CV,15 000 - 19 999,5,Non,Très bon,Manuelle,Importée neuve,85 000 DH
Hyundai,Tucson,2023,Diesel,6 CV,75 000 - 79 999,5,Oui,Excellent,Automatique,WW au Maroc,328 000 DH
Volkswagen,Polo,2011,Essence,7 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,78 000 DH
Chevrolet,Captiva,2015,Diesel,9 CV,200 000 - 249 999,5,Non,Excellent,Automatique,WW au Maroc,109 000 DH
Renault,Talisman,2020,Diesel,6 CV,80 000 - 84 999,5,Oui,Excellent,Automatique,WW au Maroc,
Audi,A3,2013,Diesel,8 CV,300 000 - 349 999,5,Non,Très bon,Manuelle,Dédouanée,169 000 DH
Audi,Q8,2022,Diesel,12 CV,95 000 - 99 999,5,Oui,Excellent,Automatique,WW au Maroc,830 000 DH
BMW,Série 3,2003,Diesel,8 CV,200 000 - 249 999,5,Oui,Très bon,Manuelle,WW au Maroc,75 000 DH
Dacia,Dokker,2019,Diesel,6 CV,110 000 - 119 999,5,Oui,Très bon,Manuelle,WW au Maroc,
Kia,Sportage,2011,Diesel,8 CV,25 000 - 29 999,5,Non,Excellent,Manuelle,Dédouanée,115 000 DH
Fiat,Doblo,2018,Diesel,6 CV,200 000 - 249 999,5,Oui,Très bon,Manuelle,WW au Maroc,105 000 DH
Dacia,Dokker,2020,Diesel,6 CV,120 000 - 129 999,5,Oui,Excellent,Manuelle,WW au Maroc,125 000 DH
Toyota,C-HR,2021,Hybride,10 CV,90 000 - 94 999,5,Oui,Excellent,Automatique,WW au Maroc,215 000 DH
Opel,Astra,2016,Diesel,8 CV,170 000 - 179 999,5,Non,Excellent,Manuelle,WW au Maroc,117 000 DH
Dacia,Logan,2014,Diesel,6 CV,190 000 - 199 999,5,Non,Très bon,Manuelle,WW au Maroc,92 000 DH
Hyundai,Tucson,2022,Diesel,6 CV,85 000 - 89 999,5,Oui,Excellent,Automatique,WW au Maroc,333 000 DH
Mercedes-Benz,Classe A,2023,Diesel,8 CV,20 000 - 24 999,5,,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,190,1992,Diesel,8 CV,Plus de 500 000,5,Non,Très bon,Manuelle,Dédouanée,60 000 DH
Audi,A3,2021,Diesel,8 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,Importée neuve,
Kia,Rio,2018,Diesel,6 CV,120 000 - 129 999,5,Non,Très bon,Manuelle,WW au Maroc,112 000 DH
Toyota,RAV 4,2014,Diesel,8 CV,200 000 - 249 999,5,Oui,Très bon,Manuelle,WW au Maroc,150 000 DH
Land Rover,Range Rover Evoque,2023,Diesel,8 CV,20 000 - 24 999,5,Oui,Excellent,Automatique,WW au Maroc,540 000 DH
Renault,19,2008,Diesel,7 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,Dédouanée,48 000 DH
Peugeot,208,2023,Diesel,6 CV,20 000 - 24 999,5,Oui,Très bon,Manuelle,WW au Maroc,164 000 DH
DFSK,K01h,2019,Essence,4 CV,120 000 - 129 999,,,Correct,Manuelle,,
Peugeot,3008,2020,Diesel,8 CV,90 000 - 94 999,5,Oui,Excellent,Automatique,WW au Maroc,270 000 DH
Jeep,Renegade,2021,Diesel,6 CV,65 000 - 69 999,5,Non,Très bon,Automatique,WW au Maroc,235 000 DH
Renault,Express,2023,Diesel,6 CV,70 000 - 74 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Ford,C-Max,2009,Diesel,7 CV,400 000 - 449 999,5,Non,Très bon,Manuelle,WW au Maroc,86 000 DH
Peugeot,308,2021,Diesel,6 CV,70 000 - 74 999,5,Oui,Excellent,Automatique,WW au Maroc,195 000 DH
Dacia,Sandero,2020,Diesel,6 CV,70 000 - 74 999,5,Oui,Très bon,Manuelle,WW au Maroc,127 000 DH
Toyota,Corolla,2021,Hybride,10 CV,160 000 - 169 999,5,Oui,Excellent,Automatique,WW au Maroc,215 000 DH
Citroen,C4,2017,Diesel,6 CV,140 000 - 149 999,5,Oui,Très bon,Manuelle,Dédouanée,
Seat,Leon,2014,Diesel,6 CV,150 000 - 159 999,5,Non,Très bon,Manuelle,WW au Maroc,135 000 DH
Dacia,Dokker,2014,Diesel,6 CV,180 000 - 189 999,5,,Excellent,Manuelle,,104 000 DH
Hyundai,i10,2012,Essence,6 CV,170 000 - 179 999,5,,Très bon,Manuelle,WW au Maroc,65 000 DH
BMW,Série 5,2022,Diesel,8 CV,45 000 - 49 999,5,Oui,Excellent,Automatique,WW au Maroc,
Audi,Q8,2023,Diesel,12 CV,20 000 - 24 999,5,Oui,Excellent,Automatique,WW au Maroc,900 000 DH
Mercedes-Benz,Classe CLA,2021,Diesel,8 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,Dédouanée,465 000 DH
Honda,Civic,2013,Diesel,6 CV,250 000 - 299 999,5,,,Manuelle,WW au Maroc,113 000 DH
BMW,Série 3,2024,Diesel,8 CV,0 - 4 999,5,Oui,Excellent,Automatique,WW au Maroc,450 000 DH
Opel,Insignia,2009,Diesel,8 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,WW au Maroc,82 000 DH
Peugeot,306,1998,Diesel,8 CV,25 000 - 29 999,5,Non,Correct,Manuelle,WW au Maroc,40 000 DH
Mercedes-Benz,210,2020,Diesel,8 CV,90 000 - 94 999,5,Non,Correct,Automatique,WW au Maroc,
Volkswagen,Golf 8,2020,Diesel,8 CV,85 000 - 89 999,5,Oui,Très bon,Automatique,WW au Maroc,219 999 DH
Porsche,Cayenne,2023,Hybride,22 CV,60 000 - 64 999,5,Oui,Excellent,Automatique,Importée neuve,
Hyundai,Tucson,2022,Diesel,6 CV,80 000 - 84 999,5,,Excellent,Automatique,WW au Maroc,333 000 DH
Dacia,Logan,2021,Diesel,6 CV,90 000 - 94 999,5,Oui,Excellent,Manuelle,WW au Maroc,123 000 DH
Renault,R9,1991,Essence,6 CV,20 000 - 24 999,5,Non,Très bon,Manuelle,,19 500 DH
Dacia,Dokker,2020,Diesel,7 CV,170 000 - 179 999,5,Oui,Très bon,Manuelle,WW au Maroc,130 000 DH
Audi,Q7,2025,Diesel,12 CV,0 - 4 999,5,Oui,Neuf,Automatique,Importée neuve,
Volkswagen,Touran,2016,Diesel,6 CV,170 000 - 179 999,5,Oui,Très bon,Automatique,Dédouanée,
Ford,Kuga,2017,Diesel,8 CV,140 000 - 149 999,5,Oui,Très bon,Manuelle,WW au Maroc,180 000 DH
Renault,Clio,2021,Diesel,7 CV,20 000 - 24 999,5,Oui,Neuf,Manuelle,WW au Maroc,
Renault,Clio,2019,Diesel,6 CV,180 000 - 189 999,5,,Très bon,Manuelle,,107 000 DH
Peugeot,405,1992,Diesel,7 CV,350 000 - 399 999,5,Non,Très bon,Manuelle,WW au Maroc,27 000 DH
BMW,Série 5,2012,Diesel,8 CV,190 000 - 199 999,5,Non,Très bon,Automatique,WW au Maroc,167 000 DH
Ford,Kuga,2016,Diesel,8 CV,200 000 - 249 999,,,,Manuelle,,
Fiat,500X,2019,Diesel,6 CV,75 000 - 79 999,5,Oui,Excellent,Automatique,WW au Maroc,179 000 DH
Peugeot,508,2019,Diesel,8 CV,150 000 - 159 999,5,Oui,Très bon,Automatique,WW au Maroc,198 000 DH
Dacia,Logan,2019,Diesel,6 CV,160 000 - 169 999,5,Non,Bon,Manuelle,WW au Maroc,103 500 DH
Renault,Laguna,2009,Essence,11 CV,160 000 - 169 999,5,Non,Très bon,Manuelle,Importée neuve,49 000 DH
Peugeot,2008,2016,Diesel,6 CV,110 000 - 119 999,5,Oui,Très bon,Manuelle,WW au Maroc,140 000 DH
Audi,A6,2023,Diesel,8 CV,30 000 - 34 999,5,Oui,Neuf,Automatique,WW au Maroc,
Fiat,Punto,1995,Essence,6 CV,20 000 - 24 999,3,,Neuf,Manuelle,Dédouanée,35 000 DH
Hyundai,ix35,2015,Diesel,7 CV,85 000 - 89 999,5,Non,Bon,Manuelle,WW au Maroc,150 500 DH
Jeep,Renegade,2021,Diesel,7 CV,55 000 - 59 999,5,Oui,Excellent,Automatique,WW au Maroc,19 499 DH
Dacia,Sandero,2021,Diesel,6 CV,10 000 - 14 999,5,Non,Excellent,Manuelle,WW au Maroc,140 000 DH
Volkswagen,Polo,2002,Essence,8 CV,180 000 - 189 999,5,Non,Excellent,Manuelle,WW au Maroc,
Fiat,500,2021,Essence,6 CV,70 000 - 74 999,3,Oui,Excellent,Automatique,WW au Maroc,145 000 DH
Isuzu,D-Max,2011,Diesel,10 CV,15 000 - 19 999,3,Oui,Bon,Manuelle,WW au Maroc,
Renault,Megane,2019,Diesel,6 CV,140 000 - 149 999,5,Oui,Excellent,Manuelle,WW au Maroc,159 000 DH
Fiat,Uno,2004,Essence,6 CV,10 000 - 14 999,5,,Excellent,Manuelle,,30 000 DH
Mercedes-Benz,Classe C,2022,Diesel,8 CV,75 000 - 79 999,5,Oui,Excellent,Automatique,Dédouanée,
Renault,Clio,2022,Diesel,6 CV,60 000 - 64 999,5,Non,Excellent,Manuelle,,172 000 DH
Land Rover,Range Rover Sport,2014,Diesel,16 CV,150 000 - 159 999,5,Non,Bon,Automatique,WW au Maroc,295 000 DH
Hyundai,Accent,2021,Diesel,6 CV,95 000 - 99 999,5,Oui,Excellent,Automatique,WW au Maroc,143 000 DH
Porsche,Cayenne,2021,Hybride,17 CV,85 000 - 89 999,5,Oui,Excellent,Automatique,Importée neuve,
Seat,Ibiza,2021,Diesel,6 CV,60 000 - 64 999,5,Oui,Excellent,Manuelle,WW au Maroc,189 000 DH
Fiat,500,2022,Essence,7 CV,70 000 - 74 999,5,Oui,Excellent,Automatique,WW au Maroc,
Audi,80,1990,Diesel,6 CV,40 000 - 44 999,,,Bon,Manuelle,,35 000 DH
Mercedes-Benz,220,2019,Diesel,8 CV,80 000 - 84 999,5,Oui,Excellent,Automatique,Importée neuve,490 000 DH
Jeep,Cherokee,2017,Diesel,8 CV,170 000 - 179 999,5,Non,Excellent,Automatique,WW au Maroc,175 000 DH
Hyundai,Santa Fe,2008,Diesel,9 CV,250 000 - 299 999,5,Non,Bon,Manuelle,WW au Maroc,
Nissan,Qashqai,2016,Diesel,6 CV,180 000 - 189 999,5,Non,Très bon,Manuelle,WW au Maroc,
Audi,Q5,2014,Diesel,8 CV,200 000 - 249 999,5,Oui,Excellent,Manuelle,WW au Maroc,178 000 DH
Ford,Ecosport,2018,Diesel,6 CV,60 000 - 64 999,5,Non,Bon,Manuelle,WW au Maroc,170 000 DH
Fiat,Doblo,2024,Diesel,6 CV,20 000 - 24 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Volkswagen,Golf 4,1999,Diesel,8 CV,35 000 - 39 999,5,Non,Très bon,Manuelle,Dédouanée,70 000 DH
Honda,Accord,2009,Essence,13 CV,200 000 - 249 999,5,Non,Très bon,Automatique,WW au Maroc,80 000 DH
Mercedes-Benz,Classe C,2005,Diesel,9 CV,250 000 - 299 999,5,Non,Excellent,Automatique,Dédouanée,99 000 DH
Porsche,Carrera,2025,Essence,23 CV,0 - 4 999,5,,Neuf,Automatique,Importée neuve,
Volkswagen,Passat,2020,Diesel,8 CV,85 000 - 89 999,5,Oui,Très bon,Automatique,WW au Maroc,249 000 DH
Opel,Astra,2019,Diesel,6 CV,95 000 - 99 999,5,Oui,Très bon,Manuelle,WW au Maroc,160 000 DH
Toyota,Corolla,2024,Hybride,10 CV,50 000 - 54 999,,,,Automatique,,270 000 DH
Volkswagen,Tiguan,2022,Diesel,8 CV,100 000 - 109 999,5,Non,Excellent,Automatique,Dédouanée,
Mercedes-Benz,Classe CLA,2023,Diesel,8 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,Dédouanée,
Hyundai,Accent,2019,Diesel,6 CV,180 000 - 189 999,,,,Manuelle,WW au Maroc,105 000 DH
Ford,Fiesta,2008,Essence,7 CV,180 000 - 189 999,5,,Très bon,Manuelle,WW au Maroc,53 000 DH
Hyundai,i30,2022,Diesel,6 CV,85 000 - 89 999,5,Non,Excellent,Automatique,WW au Maroc,232 000 DH
Alfa Romeo,147,2001,Essence,9 CV,30 000 - 34 999,3,Non,Bon,Manuelle,WW au Maroc,35 000 DH
BMW,Série 4,2021,Diesel,8 CV,55 000 - 59 999,3,Oui,Excellent,Automatique,Importée neuve,
Renault,Express,2000,Diesel,4 CV,20 000 - 24 999,,,,Manuelle,,
Audi,Q5,2013,Diesel,8 CV,150 000 - 159 999,5,,Excellent,Automatique,WW au Maroc,175 000 DH
Peugeot,207,2010,Essence,6 CV,130 000 - 139 999,5,Oui,Bon,Manuelle,WW au Maroc,57 000 DH
Volkswagen,Tiguan,2019,Diesel,8 CV,200 000 - 249 999,3,Oui,Excellent,Automatique,Dédouanée,
Peugeot,308,2010,Essence,8 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,,65 000 DH
BMW,Série 5,2013,Diesel,8 CV,200 000 - 249 999,5,Non,Excellent,Automatique,WW au Maroc,195 000 DH
Suzuki,Grand Vitara,2009,Essence,9 CV,120 000 - 129 999,3,Non,Bon,Manuelle,WW au Maroc,65 000 DH
Dacia,Logan,2022,Diesel,6 CV,55 000 - 59 999,5,Oui,Excellent,Manuelle,WW au Maroc,137 000 DH
Volkswagen,Touran,2016,Diesel,7 CV,300 000 - 349 999,5,Oui,Très bon,Manuelle,Dédouanée,
Volkswagen,Tiguan,2022,Diesel,8 CV,30 000 - 34 999,5,Oui,Excellent,Automatique,Dédouanée,
Citroen,C3,2020,Diesel,6 CV,130 000 - 139 999,5,Non,Excellent,Manuelle,WW au Maroc,130 000 DH
Volkswagen,Tiguan,2018,Diesel,8 CV,140 000 - 149 999,5,Oui,Excellent,Manuelle,WW au Maroc,225 000 DH
Skoda,Superb,2012,Diesel,8 CV,150 000 - 159 999,5,Oui,Excellent,Automatique,WW au Maroc,
Audi,Q5,2019,Diesel,17 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,Dédouanée,
Alfa Romeo,Giulietta,2016,Diesel,8 CV,120 000 - 129 999,5,Oui,Très bon,Automatique,WW au Maroc,150 000 DH
Dacia,Duster,2021,Diesel,7 CV,40 000 - 44 999,5,Oui,Neuf,Automatique,WW au Maroc,
Mercedes-Benz,Classe A,2021,Diesel,6 CV,100 000 - 109 999,5,Non,Excellent,Automatique,WW au Maroc,175 000 DH
Ford,Fiesta,2016,Essence,6 CV,100 000 - 109 999,5,Non,Très bon,Manuelle,WW au Maroc,83 000 DH
Fiat,500,2013,Essence,7 CV,35 000 - 39 999,3,Non,Excellent,Automatique,WW au Maroc,95 000 DH
BMW,Série 3,2024,Diesel,9 CV,0 - 4 999,5,Oui,Neuf,Automatique,Importée neuve,
Hyundai,Accent,2018,Diesel,6 CV,95 000 - 99 999,,,,Manuelle,,115 000 DH
Jeep,Grand Cherokee,2023,Essence,21 CV,5 000 - 9 999,5,Oui,Excellent,Automatique,WW au Maroc,579 000 DH
Toyota,Hilux,2018,Diesel,10 CV,130 000 - 139 999,,Non,Excellent,Manuelle,WW au Maroc,255 000 DH
Mercedes-Benz,190,2011,Diesel,8 CV,110 000 - 119 999,5,Non,Très bon,Automatique,WW au Maroc,70 000 DH
Seat,Leon,2009,Diesel,8 CV,190 000 - 199 999,5,,Très bon,Manuelle,WW au Maroc,
Honda,Accord,2009,Diesel,9 CV,200 000 - 249 999,,,Excellent,Manuelle,,85 000 DH
Mercedes-Benz,190,1991,Diesel,8 CV,5 000 - 9 999,,,,Manuelle,,
Ford,Mustang,2009,Essence,23 CV,95 000 - 99 999,3,Non,Excellent,Automatique,Dédouanée,165 000 DH
Renault,Express,2023,Diesel,6 CV,180 000 - 189 999,3,,Excellent,Manuelle,WW au Maroc,162 000 DH
Peugeot,208,2023,Diesel,6 CV,45 000 - 49 999,3,,Excellent,Manuelle,WW au Maroc,
Peugeot,208,2019,Diesel,6 CV,150 000 - 159 999,5,Non,Neuf,Manuelle,WW au Maroc,122 000 DH
Ford,Kuga,2021,Diesel,6 CV,15 000 - 19 999,5,Non,Très bon,Automatique,WW au Maroc,
Volkswagen,Tiguan,2017,Diesel,8 CV,190 000 - 199 999,5,Non,Excellent,Manuelle,Dédouanée,
Dacia,Duster,2014,Diesel,6 CV,190 000 - 199 999,5,Non,Excellent,Manuelle,WW au Maroc,122 000 DH
Audi,Q5,2023,Diesel,8 CV,75 000 - 79 999,3,Oui,Excellent,Automatique,Dédouanée,
Porsche,Cayenne,2025,Hybride,17 CV,0 - 4 999,,Oui,Neuf,Automatique,Importée neuve,
Volkswagen,Touareg,2021,Diesel,12 CV,170 000 - 179 999,5,Oui,Excellent,Automatique,WW au Maroc,420 000 DH
Volkswagen,Tiguan,2013,Diesel,8 CV,200 000 - 249 999,5,Non,Très bon,Automatique,Dédouanée,
Renault,Clio,2022,Diesel,6 CV,110 000 - 119 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Dacia,Dokker,2020,Diesel,7 CV,100 000 - 109 999,,Non,Très bon,Manuelle,WW au Maroc,90 000 DH
Dacia,Logan,2013,Essence,7 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,WW au Maroc,59 000 DH
Suzuki,Maruti,2008,Diesel,5 CV,10 000 - 14 999,5,Non,Bon,Manuelle,WW au Maroc,25 000 DH
Toyota,Corolla,2021,Hybride,10 CV,0 - 4 999,5,Oui,Excellent,Automatique,WW au Maroc,240 000 DH
Mercedes-Benz,Classe A,2014,Diesel,7 CV,170 000 - 179 999,5,Non,Excellent,Automatique,WW au Maroc,163 000 DH
Renault,Clio,2019,Diesel,6 CV,110 000 - 119 999,5,Oui,Neuf,Manuelle,WW au Maroc,109 000 DH
Fiat,Fiorino,2023,Diesel,5 CV,40 000 - 44 999,,Non,Excellent,Manuelle,WW au Maroc,
Volkswagen,Tiguan,2023,Diesel,8 CV,25 000 - 29 999,5,Oui,Excellent,Automatique,Dédouanée,
BMW,Série 5,2017,Diesel,12 CV,180 000 - 189 999,5,Oui,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,Classe C,2019,Diesel,8 CV,65 000 - 69 999,5,Non,Excellent,Automatique,Importée neuve,
Fiat,Fiorino,2022,Diesel,5 CV,80 000 - 84 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Ford,Focus,2011,Diesel,6 CV,30 000 - 34 999,,,Excellent,Manuelle,WW au Maroc,
Hyundai,i10,2011,Essence,5 CV,170 000 - 179 999,,,Excellent,Manuelle,,
Mercedes-Benz,Classe GLE,2022,Hybride,12 CV,55 000 - 59 999,5,Non,Très bon,Automatique,WW au Maroc,
Audi,Q3,2018,Diesel,8 CV,160 000 - 169 999,5,,Excellent,Automatique,Dédouanée,315 000 DH
Audi,A6,2020,Diesel,8 CV,80 000 - 84 999,5,Non,Très bon,Automatique,WW au Maroc,460 000 DH
Volkswagen,Tiguan,2017,Diesel,8 CV,200 000 - 249 999,5,Oui,Excellent,Manuelle,Dédouanée,256 000 DH
Volkswagen,Caddy,2011,Essence,8 CV,170 000 - 179 999,5,Oui,Correct,Manuelle,WW au Maroc,110 000 DH
Renault,Clio,2020,Diesel,6 CV,100 000 - 109 999,5,Oui,Neuf,Manuelle,,
Opel,Crossland,2023,Diesel,6 CV,40 000 - 44 999,,,Excellent,Manuelle,,189 000 DH
Mercedes-Benz,Classe GLC,2019,Diesel,9 CV,150 000 - 159 999,5,Non,Très bon,Automatique,Importée neuve,
Citroen,C15,1998,Diesel,7 CV,60 000 - 64 999,3,Non,Correct,Manuelle,Dédouanée,
Opel,Grandland,2020,Diesel,6 CV,130 000 - 139 999,5,Oui,Excellent,Automatique,Dédouanée,
Volkswagen,T-Roc,2021,Diesel,8 CV,100 000 - 109 999,5,Non,Très bon,Manuelle,Dédouanée,285 000 DH
Peugeot,3008,2018,Diesel,8 CV,130 000 - 139 999,5,Non,Très bon,Automatique,WW au Maroc,215 000 DH
Hyundai,Accent,2021,Diesel,5 CV,95 000 - 99 999,,Oui,,Automatique,,140 000 DH
